Offence_Month,Rego_State,Sum_Pen_Amt,Sum_Inf_Count
Jun 2021,QLD,40635.0,78
Jun 2021,SA,14700.0,23
Jun 2021,TAS,5101.0,10
Jun 2021,VIC,90723.0,167
Jun 2021,WA,6330.0,14
Jun 2022,ACT,2376387.0,5304
Jun 2022,NSW,2251247.0,4123
Jun 2022,NT,2168.0,4
Jun 2022,QLD,184324.0,329
Jun 2022,SA,22679.0,44
Jun 2022,TAS,10006.0,23
Jun 2022,VIC,344938.0,593
Jun 2022,WA,20745.0,55
Jun 2023,ACT,1596057.0,3390
Jun 2023,NSW,1229740.0,2127
Jun 2023,NT,1116.0,3
Jun 2023,QLD,112911.0,204
Jun 2023,SA,23578.0,39
Jun 2023,TAS,5678.0,14
Jun 2023,VIC,186847.0,292
Jun 2023,WA,11093.0,26
Jun 2024,ACT,2758292.0,4564
Jun 2024,NSW,1393147.0,2065
Jun 2024,NT,1344.0,3
Jun 2024,QLD,97460.0,153
Jun 2024,SA,30335.0,36
Jun 2024,TAS,1606.0,5
Jun 2024,VIC,180250.0,256
Jun 2024,WA,6664.0,13
Mar 2011,ACT,577028.0,3050
Mar 2011,NSW,352137.0,1822
Mar 2011,NT,1372.0,8
Mar 2011,QLD,29292.0,162
Mar 2011,SA,6600.0,40
Mar 2011,TAS,1570.0,10
Mar 2011,VIC,50068.0,258
Mar 2011,WA,3903.0,24
Mar 2012,ACT,514717.0,2696
Mar 2012,NSW,307624.0,1557
Mar 2012,NT,1416.0,8
Mar 2012,QLD,28150.0,145
Mar 2012,SA,6305.0,29
Mar 2012,TAS,972.0,6
Mar 2012,VIC,56694.0,259
Mar 2012,WA,3200.0,16
Mar 2013,ACT,578488.0,2816
Mar 2013,NSW,332514.0,1614
Mar 2013,NT,668.0,4
Mar 2013,QLD,20050.0,95
Mar 2013,SA,4431.0,24
Mar 2013,TAS,792.0,4
Mar 2013,VIC,52951.0,267
Mar 2013,WA,3528.0,20
Mar 2014,ACT,597481.0,2501
Mar 2014,NSW,355224.0,1466
Mar 2014,NT,307.0,1
Mar 2014,QLD,26145.0,114
Mar 2014,SA,5777.0,22
Mar 2014,TAS,1827.0,9
Mar 2014,VIC,41848.0,182
Mar 2014,WA,6419.0,26
Mar 2015,ACT,757954.0,2994
Mar 2015,NSW,397161.0,1565
Mar 2015,NT,1600.0,4
Mar 2015,QLD,27666.0,108
Mar 2015,SA,5135.0,20
Mar 2015,TAS,1400.0,6
Mar 2015,VIC,53749.0,209
Mar 2015,WA,4090.0,18
Mar 2016,ACT,809061.0,2916
Mar 2016,NSW,467592.0,1662
Mar 2016,NT,944.0,4
Mar 2016,QLD,43655.0,165
Mar 2016,SA,7262.0,28
Mar 2016,TAS,2583.0,9
Mar 2016,VIC,67241.0,250
Mar 2016,WA,7386.0,31
Mar 2017,ACT,1413845.0,3548
Mar 2017,NSW,776964.0,1678
Mar 2017,NT,4663.0,9
Mar 2017,QLD,67828.0,134
Mar 2017,SA,11512.0,33
Mar 2017,TAS,3108.0,6
Mar 2017,VIC,122769.0,251
Mar 2017,WA,13865.0,30
Mar 2018,ACT,1764118.0,4281
Mar 2018,NSW,1089030.0,2307
Mar 2018,NT,9704.0,12
Mar 2018,QLD,91729.0,210
Mar 2018,SA,18095.0,39
Mar 2018,TAS,3000.0,9
Mar 2018,VIC,197908.0,351
Mar 2018,WA,14741.0,42
Mar 2019,ACT,1269234.0,2959
Mar 2019,NSW,843913.0,1591
Mar 2019,NT,2388.0,5
Mar 2019,QLD,56269.0,110
Mar 2019,SA,8034.0,19
Mar 2019,TAS,2090.0,7
Mar 2019,VIC,112617.0,194
Mar 2019,WA,5192.0,17
Mar 2020,ACT,1571584.0,3439
Mar 2020,NSW,991875.0,1734
Mar 2020,NT,7119.0,8
Mar 2020,QLD,88186.0,150
Mar 2020,SA,9439.0,14
Mar 2020,TAS,4782.0,9
Mar 2020,VIC,155288.0,232
Mar 2020,WA,8017.0,22
Mar 2021,ACT,1446704.0,3338
Mar 2021,NSW,802726.0,1663
Mar 2021,NT,1720.0,5
Mar 2021,QLD,70529.0,138
Mar 2021,SA,15340.0,32
Mar 2021,TAS,4278.0,13
Mar 2021,VIC,109790.0,223
Mar 2021,WA,10891.0,26
Mar 2022,ACT,2379142.0,6518
Mar 2022,NSW,1922227.0,5013
Mar 2022,NT,7370.0,19
Mar 2022,QLD,144067.0,372
Mar 2022,SA,32744.0,90
Mar 2022,TAS,9355.0,31
Mar 2022,VIC,292051.0,750
Mar 2022,WA,10550.0,31
Mar 2023,ACT,1812691.0,3887
Mar 2023,NSW,1373652.0,2529
Mar 2023,NT,5065.0,7
Mar 2023,QLD,126890.0,235
Mar 2023,SA,27229.0,52
Mar 2023,TAS,4381.0,13
Mar 2023,VIC,235731.0,403
Mar 2023,WA,8841.0,28
Mar 2024,ACT,4538655.0,7463
Mar 2024,NSW,2256615.0,3607
Mar 2024,NT,4622.0,7
Mar 2024,QLD,203835.0,312
Mar 2024,SA,41544.0,64
Mar 2024,TAS,7653.0,19
Mar 2024,VIC,365813.0,551
Mar 2024,WA,21075.0,46
May 2011,ACT,528611.0,2815
May 2011,NSW,330439.0,1600
May 2011,NT,1978.0,10
May 2011,QLD,22543.0,127
May 2011,SA,2675.0,15
May 2011,TAS,1413.0,9
May 2011,VIC,41817.0,206
May 2011,WA,2914.0,18
May 2012,ACT,544383.0,2800
May 2012,NSW,336300.0,1710
May 2012,NT,1256.0,4
May 2012,QLD,23476.0,131
May 2012,SA,4614.0,27
May 2012,TAS,1578.0,9
May 2012,VIC,43246.0,218
May 2012,WA,5599.0,34
May 2013,ACT,552033.0,2729
May 2013,NSW,318568.0,1517
May 2013,NT,458.0,2
May 2013,QLD,27096.0,114
May 2013,SA,6819.0,23
May 2013,TAS,3351.0,15
May 2013,VIC,38775.0,178
May 2013,WA,3354.0,12
May 2014,ACT,577503.0,2380
May 2014,NSW,308078.0,1308
May 2014,NT,1218.0,6
May 2014,QLD,20123.0,84
May 2014,SA,5142.0,14
May 2014,TAS,2271.0,10
May 2014,VIC,41634.0,182
May 2014,WA,3796.0,17
May 2015,ACT,750086.0,2799
May 2015,NSW,400711.0,1550
May 2015,NT,1725.0,8
May 2015,QLD,24264.0,96
May 2015,SA,16621.0,34
May 2015,TAS,3035.0,10
May 2015,VIC,38775.0,148
May 2015,WA,5375.0,25
May 2016,ACT,998528.0,3545
May 2016,NSW,491987.0,1725
May 2016,NT,352.0,1
May 2016,QLD,29115.0,99
May 2016,SA,3652.0,15
May 2016,TAS,2004.0,8
May 2016,VIC,55660.0,204
May 2016,WA,7961.0,30
May 2017,ACT,1161158.0,3037
May 2017,NSW,660177.0,1552
May 2017,NT,2550.0,3
May 2017,QLD,47753.0,95
May 2017,SA,18355.0,26
May 2017,TAS,3046.0,8
May 2017,VIC,93357.0,195
May 2017,WA,8355.0,24
May 2018,ACT,1757963.0,4262
May 2018,NSW,1086275.0,2176
May 2018,NT,301.0,1
May 2018,QLD,110795.0,183
May 2018,SA,16306.0,27
May 2018,TAS,4216.0,12
May 2018,VIC,143408.0,252
May 2018,WA,14438.0,41
May 2019,ACT,1401170.0,3356
May 2019,NSW,816752.0,1669
May 2019,NT,6131.0,6
May 2019,QLD,57675.0,124
May 2019,SA,9678.0,27
May 2019,TAS,3424.0,8
May 2019,VIC,112700.0,204
May 2019,WA,6091.0,20
May 2020,ACT,1387433.0,2989
May 2020,NSW,772932.0,1387
May 2020,NT,1566.0,2
May 2020,QLD,52813.0,103
May 2020,SA,11437.0,17
May 2020,TAS,3351.0,7
May 2020,VIC,100840.0,149
May 2020,WA,4580.0,14
May 2021,ACT,1356725.0,3030
May 2021,NSW,749110.0,1450
May 2021,NT,2220.0,7
May 2021,QLD,42215.0,87
May 2021,SA,8736.0,16
May 2021,TAS,1533.0,5
May 2021,VIC,106921.0,224
May 2021,WA,7894.0,21
May 2022,ACT,2489443.0,5682
May 2022,NSW,2098728.0,4132
May 2022,NT,7876.0,16
May 2022,QLD,146760.0,301
May 2022,SA,37435.0,69
May 2022,TAS,8633.0,25
May 2022,VIC,274015.0,546
May 2022,WA,19487.0,45
May 2023,ACT,1772946.0,3632
May 2023,NSW,1340633.0,2373
May 2023,NT,4645.0,8
May 2023,QLD,117106.0,201
May 2023,SA,26002.0,47
May 2023,TAS,8409.0,23
May 2023,VIC,193397.0,340
May 2023,WA,12873.0,31
May 2024,ACT,3539775.0,5718
May 2024,NSW,1960695.0,2819
May 2024,NT,3291.0,4
May 2024,QLD,154040.0,219
May 2024,SA,35836.0,53
May 2024,TAS,9714.0,19
May 2024,VIC,286824.0,367
May 2024,WA,17815.0,34
Nov 2010,ACT,568523.0,2908
Nov 2010,NSW,362077.0,1867
Nov 2010,NT,942.0,6
Nov 2010,QLD,19164.0,104
Nov 2010,SA,4776.0,28
Nov 2010,TAS,1972.0,12
Nov 2010,VIC,56834.0,278
Nov 2010,WA,5940.0,26
Nov 2011,ACT,620003.0,3199
Nov 2011,NSW,329697.0,1708
Nov 2011,NT,2462.0,7
Nov 2011,QLD,23072.0,121
Nov 2011,SA,5464.0,24
Nov 2011,TAS,2967.0,14
Nov 2011,VIC,52119.0,253
Nov 2011,WA,4423.0,26
Nov 2012,ACT,636667.0,3227
Nov 2012,NSW,381784.0,1888
Nov 2012,NT,334.0,2
Nov 2012,QLD,20330.0,105
Nov 2012,SA,5355.0,27
Nov 2012,TAS,1918.0,10
Nov 2012,VIC,48366.0,230
Nov 2012,WA,3006.0,18
Nov 2013,ACT,627453.0,2662
Nov 2013,NSW,376367.0,1567
Nov 2013,NT,1015.0,5
Nov 2013,QLD,32002.0,101
Nov 2013,SA,4098.0,20
Nov 2013,TAS,1218.0,6
Nov 2013,VIC,49469.0,210
Nov 2013,WA,2507.0,11
Nov 2014,ACT,727079.0,2923
Nov 2014,NSW,400097.0,1553
Nov 2014,NT,1170.0,2
Nov 2014,QLD,25655.0,109
Nov 2014,SA,4950.0,21
Nov 2014,TAS,2120.0,8
Nov 2014,VIC,44280.0,172
Nov 2014,WA,4075.0,15
Nov 2015,ACT,867472.0,3120
Nov 2015,NSW,439860.0,1634
Nov 2015,NT,1180.0,5
Nov 2015,QLD,34604.0,118
Nov 2015,SA,4856.0,17
Nov 2015,TAS,3018.0,11
Nov 2015,VIC,63506.0,235
Nov 2015,WA,6870.0,24
Nov 2016,ACT,1237666.0,3468
Nov 2016,NSW,690646.0,1718
Nov 2016,NT,894.0,3
Nov 2016,QLD,64758.0,144
Nov 2016,SA,7415.0,22
Nov 2016,TAS,1922.0,7
Nov 2016,VIC,118128.0,245
Nov 2016,WA,8602.0,27
Nov 2017,ACT,1398386.0,3200
Nov 2017,NSW,746754.0,1520
Nov 2017,NT,2014.0,4
Nov 2017,QLD,46922.0,81
Nov 2017,SA,9033.0,19
Nov 2017,TAS,1002.0,3
Nov 2017,VIC,125903.0,223
Nov 2017,WA,12868.0,20
Nov 2018,ACT,1351861.0,3171
Nov 2018,NSW,877262.0,1659
Nov 2018,NT,2555.0,2
Nov 2018,QLD,65849.0,101
Nov 2018,SA,9002.0,16
Nov 2018,TAS,4023.0,8
Nov 2018,VIC,95597.0,196
Nov 2018,WA,13950.0,27
Nov 2019,ACT,1415381.0,3290
Nov 2019,NSW,767927.0,1603
Nov 2019,NT,3568.0,5
Nov 2019,QLD,61529.0,123
Nov 2019,SA,7164.0,19
Nov 2019,TAS,1971.0,6
Nov 2019,VIC,111086.0,197
Nov 2019,WA,4723.0,12
Nov 2020,ACT,1526207.0,3315
Nov 2020,NSW,721707.0,1600
Nov 2020,NT,477.0,1
Nov 2020,QLD,43010.0,96
Nov 2020,SA,7679.0,12
Nov 2020,TAS,2721.0,9
Nov 2020,VIC,74868.0,128
Nov 2020,WA,5399.0,13
Nov 2021,ACT,3583830.0,8535
Nov 2021,NSW,2622724.0,5046
Nov 2021,NT,2757.0,9
Nov 2021,QLD,121227.0,264
Nov 2021,SA,29342.0,49
Nov 2021,TAS,6621.0,18
Nov 2021,VIC,310881.0,605
Nov 2021,WA,18127.0,44
Nov 2022,ACT,2371485.0,4914
Nov 2022,NSW,1782193.0,3226
Nov 2022,NT,4434.0,8
Nov 2022,QLD,144129.0,260
Nov 2022,SA,31729.0,48
Nov 2022,TAS,5653.0,14
Nov 2022,VIC,273200.0,447
Nov 2022,WA,15901.0,36
Nov 2023,ACT,1691067.0,3719
Nov 2023,NSW,1009237.0,2100
Nov 2023,NT,1922.0,6
Nov 2023,QLD,97430.0,204
Nov 2023,SA,27644.0,50
Nov 2023,TAS,7767.0,20
Nov 2023,VIC,135956.0,286
Nov 2023,WA,14231.0,25
Oct 2010,ACT,563811.0,3005
Oct 2010,NSW,361981.0,1869
Oct 2010,NT,1008.0,4
Oct 2010,QLD,32252.0,144
Oct 2010,SA,4578.0,27
Oct 2010,TAS,2873.0,17
Oct 2010,VIC,46181.0,273
Oct 2010,WA,6520.0,34
Oct 2011,ACT,583497.0,3027
Oct 2011,NSW,370196.0,1888
Oct 2011,NT,1953.0,7
Oct 2011,QLD,25621.0,132
Oct 2011,SA,5464.0,24
Oct 2011,TAS,1944.0,12
Oct 2011,VIC,55624.0,302
Oct 2011,WA,6261.0,34
Oct 2012,ACT,617573.0,3154
Oct 2012,NSW,371273.0,1772
Oct 2012,NT,501.0,3
Oct 2012,QLD,31993.0,152
Oct 2012,SA,5937.0,29
Oct 2012,TAS,959.0,5
Oct 2012,VIC,43479.0,221
Oct 2012,WA,3630.0,18
Oct 2013,ACT,693204.0,2971
Oct 2013,NSW,398876.0,1650
Oct 2013,NT,1152.0,5
Oct 2013,QLD,29512.0,116
Oct 2013,SA,9286.0,27
Oct 2013,TAS,2436.0,12
Oct 2013,VIC,62726.0,233
Oct 2013,WA,4724.0,18
Oct 2014,ACT,621971.0,2462
Oct 2014,NSW,322827.0,1251
Oct 2014,NT,1185.0,5
Oct 2014,QLD,19585.0,79
Oct 2014,SA,6980.0,20
Oct 2014,TAS,1309.0,4
Oct 2014,VIC,39899.0,164
Oct 2014,WA,2940.0,14
Oct 2015,ACT,787438.0,2801
Oct 2015,NSW,427184.0,1523
Oct 2015,NT,625.0,2
Oct 2015,QLD,26684.0,100
Oct 2015,SA,4484.0,19
Oct 2015,TAS,1569.0,6
Oct 2015,VIC,53553.0,206
Oct 2015,WA,6511.0,19
Oct 2016,ACT,1055288.0,3153
Oct 2016,NSW,541392.0,1636
Oct 2016,NT,771.0,3
Oct 2016,QLD,41810.0,130
Oct 2016,SA,6956.0,25
Oct 2016,TAS,5126.0,10
Oct 2016,VIC,74349.0,212
Oct 2016,WA,10191.0,36
Oct 2017,ACT,1266371.0,2970
Oct 2017,NSW,745662.0,1431
Oct 2017,NT,3722.0,6
Oct 2017,QLD,50112.0,107
Oct 2017,SA,9039.0,22
Oct 2017,TAS,3093.0,9
Oct 2017,VIC,156378.0,230
Oct 2017,WA,10054.0,19
Oct 2018,ACT,1220418.0,2920
Oct 2018,NSW,767258.0,1506
Oct 2018,NT,584.0,2
Oct 2018,QLD,68477.0,103
Oct 2018,SA,17453.0,28
Oct 2018,TAS,1396.0,4
Oct 2018,VIC,108330.0,181
Oct 2018,WA,7500.0,18
Oct 2019,ACT,1376762.0,3118
Oct 2019,NSW,876164.0,1713
Oct 2019,NT,1512.0,2
Oct 2019,QLD,54116.0,111
Oct 2019,SA,19207.0,42
Oct 2019,TAS,3783.0,6
Oct 2019,VIC,119275.0,214
Oct 2019,WA,5578.0,14
Oct 2020,ACT,1764438.0,3611
Oct 2020,NSW,867972.0,1814
Oct 2020,NT,3501.0,5
Oct 2020,QLD,41609.0,84
Oct 2020,SA,8033.0,14
Oct 2020,TAS,1806.0,6
Oct 2020,VIC,64628.0,101
Oct 2020,WA,3913.0,6
Oct 2021,ACT,3399807.0,8072
Oct 2021,NSW,1226946.0,2474
Oct 2021,NT,4035.0,10
Oct 2021,QLD,99953.0,211
Oct 2021,SA,11183.0,22
Oct 2021,TAS,7826.0,27
Oct 2021,VIC,120998.0,267
Oct 2021,WA,13443.0,43
Oct 2022,ACT,2121874.0,4566
Oct 2022,NSW,2008427.0,3878
Oct 2022,NT,3818.0,8
Oct 2022,QLD,144551.0,266
Oct 2022,SA,41692.0,70
Oct 2022,TAS,4445.0,14
Oct 2022,VIC,298823.0,523
Oct 2022,WA,9000.0,22
Oct 2023,ACT,1759205.0,3763
Oct 2023,NSW,1034275.0,2192
Oct 2023,QLD,78389.0,170
Oct 2023,SA,24716.0,54
Oct 2023,TAS,7042.0,18
Oct 2023,VIC,136719.0,282
Oct 2023,WA,23198.0,46
Sep 2010,ACT,575876.0,2920
Sep 2010,NSW,339942.0,1809
Sep 2010,NT,628.0,5
Sep 2010,QLD,29899.0,136
Sep 2010,SA,5690.0,34
Sep 2010,TAS,1344.0,8
Sep 2010,VIC,47660.0,271
Sep 2010,WA,4747.0,19
Sep 2011,ACT,528930.0,2762
Sep 2011,NSW,359335.0,1818
Sep 2011,NT,1063.0,6
Sep 2011,QLD,29259.0,143
Sep 2011,SA,4501.0,25
Sep 2011,TAS,901.0,5
Sep 2011,VIC,45740.0,236
Sep 2011,WA,3613.0,21
Sep 2012,ACT,654852.0,3217
Sep 2012,NSW,415480.0,2014
Sep 2012,NT,959.0,5
Sep 2012,QLD,28690.0,144
Sep 2012,SA,4778.0,26
Sep 2012,TAS,1002.0,6
Sep 2012,VIC,49582.0,267
Sep 2012,WA,7695.0,23
Sep 2013,ACT,632446.0,2667
Sep 2013,NSW,393617.0,1636
Sep 2013,NT,949.0,4
Sep 2013,QLD,25254.0,97
Sep 2013,SA,5925.0,28
Sep 2013,TAS,1476.0,5
Sep 2013,VIC,52405.0,211
Sep 2013,WA,4691.0,18
Sep 2014,ACT,628050.0,2481
Sep 2014,NSW,366959.0,1472
Sep 2014,NT,540.0,2
Sep 2014,QLD,21579.0,85
Sep 2014,SA,4875.0,14
Sep 2014,TAS,3270.0,13
Sep 2014,VIC,54794.0,211
Sep 2014,WA,4055.0,17
Sep 2015,ACT,676112.0,2401
Sep 2015,NSW,420666.0,1479
Sep 2015,NT,588.0,2
Sep 2015,QLD,30898.0,110
Sep 2015,SA,4082.0,17
Sep 2015,TAS,2360.0,10
Sep 2015,VIC,47348.0,174
Sep 2015,WA,5142.0,20
Sep 2016,ACT,902921.0,2898
Sep 2016,NSW,567949.0,1683
Sep 2016,NT,257.0,3
Sep 2016,QLD,45642.0,131
Sep 2016,SA,6520.0,24
Sep 2016,TAS,1827.0,6
Sep 2016,VIC,74860.0,235
Sep 2016,WA,7738.0,29
Sep 2017,ACT,1207014.0,2922
Sep 2017,NSW,828482.0,1779
Sep 2017,NT,3227.0,5
Sep 2017,QLD,63538.0,109
Sep 2017,SA,16274.0,28
Sep 2017,TAS,2189.0,7
Sep 2017,VIC,153573.0,249
Sep 2017,WA,6649.0,19
Sep 2018,ACT,1458049.0,3569
Sep 2018,NSW,1141372.0,2180
Sep 2018,NT,876.0,3
Sep 2018,QLD,91613.0,155
Sep 2018,SA,22413.0,32
Sep 2018,TAS,3726.0,7
Sep 2018,VIC,164140.0,265
Sep 2018,WA,8900.0,26
Sep 2019,ACT,1318442.0,3096
Sep 2019,NSW,911848.0,1885
Sep 2019,NT,1804.0,5
Sep 2019,QLD,60244.0,108
Sep 2019,SA,14522.0,30
Sep 2019,TAS,3200.0,8
Sep 2019,VIC,116619.0,213
Sep 2019,WA,7739.0,17
Sep 2020,ACT,1788315.0,3633
Sep 2020,NSW,1093975.0,2170
Sep 2020,NT,735.0,2
Sep 2020,QLD,49090.0,102
Sep 2020,SA,10575.0,17
Sep 2020,TAS,3686.0,7
Sep 2020,VIC,78264.0,118
Sep 2020,WA,7363.0,19
Sep 2021,ACT,2900840.0,6661
Sep 2021,NSW,938959.0,1730
Sep 2021,NT,1204.0,5
Sep 2021,QLD,88007.0,184
Sep 2021,SA,8568.0,24
Sep 2021,TAS,9392.0,28
Sep 2021,VIC,121753.0,234
Sep 2021,WA,17515.0,47
Sep 2022,ACT,2297811.0,4955
Sep 2022,NSW,2123380.0,3870
Sep 2022,NT,2216.0,4
Sep 2022,QLD,177545.0,316
Sep 2022,SA,37529.0,73
Sep 2022,TAS,7827.0,21
Sep 2022,VIC,331171.0,622
Sep 2022,WA,9584.0,29
Sep 2023,ACT,1557943.0,3483
Sep 2023,NSW,1088341.0,2238
Sep 2023,NT,948.0,3
Sep 2023,QLD,87534.0,181
Sep 2023,SA,21224.0,36
Sep 2023,TAS,2946.0,6
Sep 2023,VIC,182682.0,340
Sep 2023,WA,8116.0,18
